index,product_id,customer_id,product_name,Event_Date,Event
6675558,24,12674187,تشيز كيك,2023-02-22 12:05:42+00:00,cart
5195913,25,4734621,زيت التين الشوكي النقي 100% - Prickly pear oil,2023-02-04 22:12:53+00:00,cart
11803072,26,14341695,8400 شدة نشحن ايديك تقسيط,2023-03-01 06:18:33+00:00,cart
11065112,27,319541,مسك الباودر,2023-03-31 23:28:14+00:00,cart
15426688,28,9923366,كت كات .كوزين الدجاج طعام جاف للقطط (للحد من كرات الشعر)1.2كغ,2023-03-12 20:39:32+00:00,cart
14258897,29,2598916,شنطة كروس ماركة لويس فيتون - LV ALMA BB,2023-01-15 23:38:02+00:00,cart
29060609,30,6921010,Pink hk,2023-01-23 19:25:48+00:00,purchased
3002825,31,115466,مبخرة ملابس خشبية,2023-02-10 16:23:45+00:00,purchased
12694464,32,11887962,نقاب وسط مقوى لصق بردة,2023-02-26 02:22:27+00:00,cart
6792578,33,7392616,أوقف وأكفل,2023-01-27 13:57:15+00:00,purchased
11092106,34,8322196,نكهة سولت لوش ايس VGOD LUSH ICE,2023-02-25 15:50:40+00:00,cart
12519346,35,190273,شلشلي - إثيوبيا 250 جرام,2023-02-16 20:07:03+00:00,cart
13371650,36,6127309,حذاء شرقي مطرز,2023-01-27 19:31:35+00:00,cart
26428193,37,4863,سفرة طعام سادة 100*110سم (35 سفرة),2023-01-19 23:34:59+00:00,cart
9698086,38,6812567,العقَيق,2023-03-28 21:45:03+00:00,purchased
14050225,39,4374276,عطر 039,2023-03-05 15:04:20+00:00,cart
13989901,40,9335321,عطر 040,2023-03-01 17:06:07+00:00,purchased
11944460,41,6238078,عطر 041,2023-01-26 16:06:06+00:00,purchased
6073882,42,8386933,فستان اسود بشعار يوم التاسيس,2023-02-02 18:28:20+00:00,cart
12861291,43,6301169,قلوس ايلف MOCHA TWIST,2023-01-08 05:06:04+00:00,cart
14216611,44,2920170,عبايه كتان بأكمام تفته تركي,2023-02-06 11:56:31+00:00,purchased
15038886,45,2033458,دراجة اوربترك المطورة,2023-02-05 14:10:28+00:00,purchased
12728220,46,7089958,شيفرولية جمس GMC  تضليل قابل للفك و التركيب,2023-02-21 23:31:26+00:00,cart
530322,47,9366085,مطارة ماء بليد سبورت شيكر 600 مل Blade Sport,2023-02-05 02:58:13+00:00,purchased
4119027,48,3265676,مرطب السلاش,2023-03-29 03:53:12+00:00,purchased
1926688,49,18675,بزل الواح,,wishlist
3962540,50,12182848,سلسال سواروفسكي,2023-02-27 15:50:47+00:00,cart
25270858,51,11889239,احدث اصدار دييس كولد الجديد ب 3 عدسات DEESS COLD GP591,2022-12-12 00:04:58+00:00,cart
14670759,52,1159212,طاولة خدمة قاعدة حديد وسطح على شكل خشبي,2023-01-03 09:28:49+00:00,cart
1223848,53,1734802,جزمة نسائية من ماركة توري بورش,,wishlist
8113572,54,3916431,مجموعة جل الصبار  RDA,2023-03-21 23:29:21+00:00,cart
32323908,55,6459487,احتاج جرعة من الكتب,2022-12-29 18:50:51+00:00,cart
1722533,56,1930231,ستيكر شماليـ/ـة,2023-03-02 07:29:55+00:00,purchased
6858600,57,11388071,كتاب اسرار الكوكيز الخفية,2023-01-27 22:04:56+00:00,cart
621802,58,9355871,كبك بالاسم فخامه بطلاء الفضة,2023-03-21 02:47:55+00:00,purchased
22462946,59,10563403,عطر 059,2022-12-06 20:05:41+00:00,cart
17068843,60,484294,كفر جوال قويارد أصفر مع رسمة و جيب للبطاقات,2023-03-02 23:46:27+00:00,cart
4268093,61,892943,نت فلكس ( ضمان تشغيلي ),2023-02-03 12:58:06+00:00,purchased
2342022,62,3821152,يولاند بيوتي - احمر شفاه مطفي 27,,wishlist
5771764,63,32547,الفحم الذهبي2*5,2023-01-24 21:21:26+00:00,cart
3797879,64,9843667,اسمك من ذهب,,wishlist
483450,65,11859056,لصقات الأعشاب الطبيعية لإخفاء الحبوب والآثار من ناسيفيك,2023-03-30 14:25:57+00:00,cart
2388863,66,1195844,عطر 066,2023-02-09 19:23:44+00:00,cart
13574972,67,7569242,علبة شيزر - دجاج واللحم البقري مع الأرز وجبة طبيعية 85 جرام,2023-01-29 17:49:31+00:00,cart
19545439,68,2102389,تيشيرت تدريب ابيض,2022-12-11 21:51:34+00:00,cart
14474281,69,7335111,$25 مجوهرة يلا لودو,2023-03-08 22:28:23+00:00,cart
3298709,70,13062073,كلوي حقيبة صغيرة خشبية من القماش القطني,2023-03-03 13:38:11+00:00,cart
7031016,71,6780343,كوفلة مواليد,2022-12-16 20:19:39+00:00,cart
14549339,72,6112336,حذاء شرقي مطرز,2023-03-14 03:15:04+00:00,cart
2873018,73,1309232,قوتشي فلورا 1996,2023-03-19 09:22:46+00:00,purchased
31325058,74,4303349,بوكس كيري روز,2023-01-29 13:21:04+00:00,cart
10876157,75,8876192,الفازه الإفريقيه,2023-03-19 10:33:44+00:00,cart
4284490,76,3306516,تحويل اي صورة من عندك الى بوستر - بوستر طلب خاص,2023-03-19 17:44:51+00:00,cart
18922009,77,10255026,Blue,2023-01-09 23:03:46+00:00,cart
5901175,78,5433541,ريال عربي سعودي فضة 11.6 جرام عيار 917,2023-03-18 18:27:14+00:00,purchased
9112307,79,8327771,مقشر احماض قوي تركيز 60,2023-03-28 20:43:23+00:00,purchased
17350035,80,2824270,ليبر   (R-23),2023-03-14 23:46:52+00:00,cart
22646831,81,4528102,بكج Plus (شحن مجاني),2023-01-28 13:00:27+00:00,cart
11343956,82,1221899,بهارات الشوربة 90 جرام,2023-03-08 06:19:54+00:00,purchased
26497093,83,5138563,عطر 083,2022-12-07 02:01:01+00:00,cart
4744657,84,8432510,R069100 كونسول,2023-03-05 00:38:08+00:00,cart
10310783,85,6025874,حذاء شرقي مطرز من باتونيا,2023-03-28 02:57:07+00:00,cart
9739750,86,8493655,فستان سهره ناعم,2023-03-08 13:57:18+00:00,purchased
4526575,87,6287326,باليت كونتور اوفيس 1,2023-02-10 03:58:36+00:00,cart
3594444,88,9441497,Converse,,wishlist
8144429,89,3273416,مجموعة كريم تفتيح المناطق الحساسة | والركب والاكواع,2022-12-01 23:43:05+00:00,cart
34501032,90,5277877,اشتراك تطبيقات البلس لمده سنه كامله,2023-01-02 13:29:49+00:00,purchased
22025129,91,8337279,عباية كلوش سوداء بقصة مميزة 1196,2023-01-25 15:37:22+00:00,cart
22985635,92,2303165,ستيكر accepted my mistake,2022-12-08 18:35:52+00:00,cart
3189487,93,988150,نشحن لك 340 شدة,2023-02-24 03:58:32+00:00,purchased
17172937,94,1162156,شماغ Velvet  platinum2023,2023-03-21 20:45:25+00:00,cart
35853689,95,14028354,ساعة أرجوان ألترا,2023-01-26 19:00:40+00:00,cart
7347730,96,5984241,الرياضة شاهدVIP سنة,2023-03-04 21:02:37+00:00,purchased
2404296,97,4676784,ويبكو - صابونة الحواجب 25 جرام,,wishlist
11912146,98,4169769,عطر 098,2023-01-21 01:02:39+00:00,purchased
9214619,99,5834837,اشتراك هولك ثلاث شهور,2023-03-04 03:11:11+00:00,purchased
16350381,100,11153582,عطر 100,2023-03-01 21:22:24+00:00,purchased
3536367,101,12295100,ريف 11,2023-02-27 13:43:17+00:00,cart
2057798,102,1184415,عدسة ازالة الشعر 500 الف ومضة,,wishlist
36337000,103,5934570,سكيتشيرز حذاء رياضي نسائي,2023-01-10 10:30:23+00:00,cart
16550200,104,2201684,67/ حالة رقم ( 21667 ) : حالة طفلة,2023-03-29 20:20:46+00:00,purchased
30972623,105,4719416,بذور نعناع اسباني ذو رائحة ونكهة قوية جدا باكيت 0.5 جرام,2022-12-03 19:32:52+00:00,cart
6860648,106,10852881,جرجير طازج ربطة,2022-12-30 00:13:38+00:00,purchased
9065265,107,282774,مقسم صغير قابل للتمدد - 6 قطع,2023-01-03 23:27:03+00:00,purchased
6059159,108,4813492,عرض الــــ29  مجموعة تبييض الأسنان بيليزا | 4 اقلام جل - مجانا +  منتج اضافي من اختيارك,2023-02-01 00:40:03+00:00,cart
10220366,109,9959450,المعاصر ماث صف ابع ابتدائي ترم 2 2023,2023-02-01 18:48:42+00:00,purchased
4000555,110,521142,تفاح أخضر حامض حلو صحن,2023-02-08 09:33:32+00:00,purchased
1235562,111,535370,شنطة / حقيبة رحلات,2023-02-01 02:25:19+00:00,cart
24405399,112,7197229,جهاز الخيط المائي لتنظيف الأسنان المطور الحديث  - 6 رؤوس مختلفة,2023-01-15 19:24:40+00:00,cart
10522435,113,9331166,مجموعة LORA,2023-02-02 00:44:19+00:00,cart
5433616,114,7141807,New Balance 550 White Green,2022-12-02 23:57:25+00:00,cart
10271304,115,14333957,عرض رمضان,2023-03-15 01:26:15+00:00,cart
35184013,116,2184653,تجميعة i5-12400F-RTX3050,2022-12-08 00:52:14+00:00,cart
4803014,117,7244275,بروش شنطة السفر,2023-03-24 16:22:34+00:00,cart
10322899,118,8429521,فلفل أبيض مطحون,2023-01-28 10:20:15+00:00,cart
14207555,119,7250833,فيولا شباب فوري للوجه ومنطقة حول العين 50 مل,2023-02-02 15:55:57+00:00,purchased
12954575,120,4455355,دهن براشين فاخر,2023-02-01 21:25:21+00:00,purchased
30009954,121,409034,عرض 3 منتجات الايفون من  ,2023-01-16 08:41:21+00:00,purchased
1860825,122,8764487,زيت عرق السوس العضوي من ناتشرز انسر 30 مل,,wishlist
7644788,123,2695208,متابعين  انستا مكس,2023-02-09 12:22:30+00:00,cart
14739827,124,5208384,هونداي  تظليل سهل الفك و التركيب,2023-02-21 07:43:12+00:00,cart
2028445,125,4439547,عطر 125,2023-02-02 01:12:28+00:00,cart
10939736,126,8023941,ماكينة  لكامل الجسم للرجال والنساء لون أسود,2023-03-08 02:00:54+00:00,purchased
56893,127,9361481,رمل كت كات برائحة بودرة الاطفال10L,2022-12-20 15:27:18+00:00,rating
32546780,128,3785389,تيشيرت احماء البرتغال 2022,2022-12-05 11:36:11+00:00,purchased
20129924,129,6169548,كوب الغيمه 2,2023-01-30 18:30:03+00:00,cart
22753981,130,5129388,مناديل 500 مفرد,2023-01-10 00:00:50+00:00,cart
4331113,131,3734202,تفاح غراني فرنسي عضوي / 1 كجم,2023-01-02 19:31:52+00:00,purchased
16854617,132,4785144,حامل مغناطيسي و مثبت للهواتف في السيارة من ووبو,2022-12-19 20:18:56+00:00,cart
31534718,133,2924237,‏شعر يزيد بن الطثرية دراسة وجمع وتحقيق  ‏د.ناصر بن سعد الرشيد 1400هـ,2023-01-28 09:31:50+00:00,purchased
706668,134,6348292,حوض رطوبة الشاملة بلس أقراص,2022-11-24 01:28:24+00:00,search_keyword
967500,135,1930174,بلايستيشن 5 (إصدار الأقراص) + 1 ذراع تحكم اضافي,2023-03-03 15:02:58+00:00,cart
1774249,136,3378542,ليدي ديور كرستال,2022-12-31 14:33:18+00:00,cart
38157997,137,5778982,24 صابونه الفراشه مع الاسم,2023-01-06 22:07:46+00:00,cart
15254609,138,845797,1 مليون كوينز ( سوني 4/5 ) + 1 مليون كوينز زيادة!,2023-02-06 22:09:28+00:00,purchased
6512824,139,9714862,سيف زورو الاحمر خشب  | One Piece Swords,2023-02-13 00:25:16+00:00,purchased
40156817,140,920023,معلبات دجاج ولحم الضان من شركة Carnilove,2023-01-01 04:29:02+00:00,purchased
6363136,141,5766827,ميزان الكتروني للقهوة,2023-02-27 02:24:57+00:00,cart
13024994,142,1003921,مجموعة فرش غسيل عجلات السيارة,2023-03-28 07:15:03+00:00,cart
3928649,143,534857,طقم بالونات,2022-12-27 20:02:18+00:00,purchased
3354072,144,3430716,بكج الكيتو,2023-01-26 14:30:34+00:00,purchased
11012897,145,9071333,روج بديل كيكو ( حبه ),2023-02-25 15:43:23+00:00,cart
2576818,146,10151959,المباره الانيقه,2023-02-01 12:07:30+00:00,cart
5290550,147,13358138,دراجة نارية 250cc موديل 2023 من باور سبورت,2023-02-01 03:08:29+00:00,cart
1993272,148,4593305,بطاطس بيوقلز جبن الناشو عائلي 125 جرام,2023-02-18 20:53:50+00:00,cart
34279837,149,4181583,Basic Life Support (BLS)English & Arabic,2023-01-20 20:03:08+00:00,purchased
17411563,150,8599889,بوكس الشتاء,2022-12-30 16:32:39+00:00,purchased
15979255,151,3241384,خاتم ازرق,2022-12-22 18:35:20+00:00,purchased
5648852,152,776454,CIVIVI Knives  Thug 2,2023-02-26 01:43:03+00:00,purchased
13946511,153,5550402,كولومبيا ال بليزر - التون | Blazer,2023-03-31 20:14:14+00:00,cart
6112781,154,5404478,مجموعة الورا العلاجية,2023-02-16 19:56:41+00:00,purchased
14163038,155,642294,ملكة الكليجا ميني وسط,2022-12-29 05:50:40+00:00,purchased
7216264,156,11772862,التبيان في آداب حملة القرآن,2022-12-19 18:22:13+00:00,purchased
4623487,157,14021343,مكنسة كهربائية لاسلكية 023-9-RE,2023-01-25 21:24:34+00:00,cart
2505476,158,1679227,كريم عرق السوس من ناتشرز انسر 60مل,2023-03-30 10:21:09+00:00,purchased
8786047,159,3489770,اشتراك شاهد لمدة شهر vip,2023-03-02 04:40:35+00:00,purchased
20614806,160,765732,مصاص شفاف مغلف 6مم,2023-01-17 14:58:14+00:00,cart
4334059,161,6641564,كزبرة مطحونة 75 جرام عضوي - أرض الطبيعة,2023-01-13 20:18:08+00:00,purchased
9393038,162,1043815,مستر حموضة,2023-02-18 00:30:11+00:00,cart
29979501,163,14082364,ROSE EGLANTIRIA,2023-01-31 23:19:09+00:00,purchased
11556190,164,7122712,أكياس ساندوتش مع قفل للاطفال اورينكس (50حبة),2023-02-19 07:49:15+00:00,cart
1290237,165,4635419,إفطار الحرم - مشروع افطار الصائمين في ساحات المسجد الحرام,2023-03-25 10:59:56+00:00,purchased
171366,166,2162752,شنطة توري بورش,2023-03-02 00:57:57+00:00,cart
19109000,167,8172230,"ببجي 8,400 شدة",2023-01-06 00:04:30+00:00,purchased
10304565,168,6201219,بذور الجرجير الحساوي,2023-02-14 17:52:10+00:00,purchased
11269427,169,4382957,بكج الشتاء لاسيا بارفوم,2023-02-04 20:24:59+00:00,cart
6610847,170,14386972,زيت تشانس تندرشانيل,2023-03-05 14:43:51+00:00,cart
3885856,171,14533826,شاهد VIP الباقة العادية - شهر,2023-03-22 21:15:43+00:00,purchased
8354702,172,6498207,جهاز العاب الطيبين 10 الاف لعبه 64 قيقا,2023-03-11 03:51:53+00:00,cart
27005212,126,4407363,ماكينة  لكامل الجسم للرجال والنساء لون أزرق غامق مميز,2023-01-02 13:29:07+00:00,purchased
14761152,173,4247315,ساعة ألماس نسائية ماركة شاريول,2023-03-26 02:29:24+00:00,cart
6412245,174,13748464,سوفاج ديور الرجالي sova’d,2023-02-24 02:19:57+00:00,cart
5958226,175,3913426,عرض الــــ29 جهاز الخيط المائي لتنظيف الأسنان المطور - 6 رؤوس مختلفة + منتج اضافى من اختيارك,2023-02-21 19:45:30+00:00,cart
12251940,176,3105778,حسابات نتفلكس عشوائي(ضمان تشغيلي),2023-03-27 05:06:57+00:00,cart
553645,177,13873546,تاكيس بلو الازرق منتج حصري مستورد مكسيكي الحجم الكبير 113.4 جم,2023-01-20 00:28:04+00:00,cart
16165727,178,9210007,(اضافة)  كود QR اغنية,2023-03-12 23:06:44+00:00,cart
13214417,179,13541881,فستان مورد,2023-03-11 18:25:13+00:00,cart
14243410,180,421095,عطر 180,2023-03-21 21:50:00+00:00,purchased
3857597,181,2771166,عطر 181,2023-03-25 13:48:09+00:00,purchased
19579581,182,5884614,بكج رمضان #2 - للمقاسات المفردة,2023-01-01 14:28:54+00:00,cart
6386075,183,9321363,المرآة الذكية مرايا ذكية مع شاحن وسماعات بلوتوث وإضاءة LED,2023-02-12 09:33:00+00:00,cart
7701047,184,1233370,تعليقة جوال ملونة,2023-03-05 12:39:00+00:00,cart
263767,185,14045279,مثبت مكياج - Fixer spray,2023-02-10 10:04:51+00:00,cart
2536540,186,6247079,كريستل هارتز - الاني 312,2023-03-08 17:52:52+00:00,cart
5499321,187,5564062,سديري فندي,2023-03-28 19:49:53+00:00,purchased
12846797,188,6456908,5400 جوهره-حساب مشحون وجاهز,2023-02-03 03:13:26+00:00,purchased
15911708,189,12358296,مهارات الاتصالM,2023-03-24 02:42:32+00:00,purchased
14772064,190,3222143,عطر 190,2023-03-28 01:34:01+00:00,cart
12720412,191,8934570,ايفون 14 برو ماكس  5G جيجا 256 بنفسجي غامق,2023-03-04 16:39:24+00:00,cart
16027152,192,8989089,ملمع مساعد الشطف 400 مل,2023-03-05 03:51:27+00:00,purchased
12366789,193,3295900,اشتراك اوفيس 365 برو ( 15جهاز ),2023-03-13 16:20:49+00:00,cart
27243858,194,7263222,اصنع مناسبتك,2023-01-10 13:12:52+00:00,cart
10018564,195,5838543,الجزيرة المجهولة - عثمان عابد,2023-03-12 14:13:43+00:00,purchased
15704882,196,4599416,ماكرون / Macron,2023-01-12 00:18:10+00:00,cart
265225,197,5659769,فليمينج - Flaming,2023-02-11 15:16:38+00:00,cart
457989,198,5482728,اكملت صغيرتي عامها الأول,2023-03-17 23:12:43+00:00,cart
29672853,199,4515555,كتيب وصفات صحية,2022-12-13 07:27:55+00:00,purchased
1591402,200,10271950,عود بخور مروكي فاخر 140 غرام,2023-03-25 04:49:09+00:00,cart
13051652,201,7764488,بديل مكعبات الدجاج 220 جرام,2023-03-01 20:01:57+00:00,cart
34565588,202,2520310,قهوة اوغندي متزن (10اظرف),2023-01-12 15:00:07+00:00,purchased
34154180,203,2179176,بخور كسرة عود - اصدار محدود,2022-12-04 16:52:17+00:00,cart
24968239,204,7713498,زيت لإزالة علامات التمدد,2023-01-01 02:08:21+00:00,cart
2472995,205,4052480,قالب سيليكون قلادة حجم كبير,2023-03-28 22:11:30+00:00,purchased
4326523,206,1581026,سكر القصب الكامل العضوي (عزيز) - أرض الطبيعة,2023-01-27 22:47:03+00:00,cart
6680747,207,4028564,سماعة أرجوان برو,2022-12-23 11:27:20+00:00,cart
8219556,208,2410236,مفرش شتوي مفرد ونص مخمل 4 قطع - لوسرن - بيج غامق,2023-01-24 00:06:06+00:00,cart
7762257,209,960886,رقائق الذرة العضوية خالية من الغلوتين - هولسوم,2023-02-06 21:30:44+00:00,cart
18031639,210,10279373,الجنان اكل بلبل و المينا الحجم 400 غ,2023-01-30 15:54:34+00:00,cart
1899754,211,2145816,طقم ذهب دانتيل كرسي جابر،من الذهب الخالص عيار 21 (TK.0005),2023-03-29 14:31:50+00:00,cart
235042,212,219525,حصالة تحدي التوفير 10000 ريال - جدول دوائر,2023-03-13 00:44:44+00:00,purchased
3780932,213,2874877,بوكس مناكير مميز KR24 لون+مزيل مناكير,2023-03-24 15:22:47+00:00,cart
103873,214,6855663,لــي لــي,2023-02-03 03:26:06+00:00,cart
16904108,215,2640737,جهاز العاب ال بلاي ستيشن,2023-03-12 02:33:24+00:00,cart
19011050,96,2310733,الرياضة شاهدVIP سنة,2023-01-30 23:54:36+00:00,cart
4724587,216,1515765,مسدس الماء مضخة الماء اللاسلكي,2023-03-27 06:03:57+00:00,cart
9306481,217,11946863,راميون بولداك أسود,2023-03-03 19:15:44+00:00,cart
10642399,218,6542686,طرحة ربط سادة 4  ألوان,2023-01-14 02:20:43+00:00,cart
2461465,41,1763036,عطر 041,2023-02-19 00:15:55+00:00,cart
10089768,219,3305914,هدية طقم صلاة بتغليف شعبي,2023-02-23 20:37:59+00:00,purchased
7370941,220,2437179,بنطلون قطن كحلي سكيلانو,2023-03-20 14:38:05+00:00,cart
24138416,221,4928341,ساعة رجالية بسير ستيل باللون الفضي,2022-12-26 04:23:24+00:00,cart
3174291,222,2236805,فنيش منظف غسالة الصحون,2023-01-18 11:23:42+00:00,cart
5279538,223,1388024,ايفون 14 برو 128 جيجابايت  بنفسجي 5G,2023-03-19 02:15:19+00:00,cart
3285527,224,6805094,كريم العروسه صنفرة للجسم والجلد - 300 جرام,2023-03-25 22:21:30+00:00,purchased
2149899,225,8372879,ATEEZ - TREASURE EP.3 All To Zero META ALBUM (Platform Ver) (Random Ver),2023-03-11 14:20:28+00:00,cart
8222579,226,3607531,مفرش صيفي مزدوج وجهين  مضغوط - 6 قطع - روجينا  -أزرق -بيج,2023-01-25 06:40:53+00:00,purchased
11698588,227,10538295,عباية كريب أسود مع أكمام لنن زري,2023-02-18 05:30:58+00:00,cart
3106100,228,10936925,سيف ايتشيغو بانكاي حديد,2023-03-18 17:37:25+00:00,cart
22092536,229,12051279,مكينة تايدي للمناطق الحساسة,2023-01-02 20:02:53+00:00,purchased
5087194,230,9005330,اكياس نفايات 55 جالون,2023-02-09 12:54:09+00:00,purchased
37947733,231,10909814,صندوق استيل بكفرات 50 كيلو,2023-01-29 09:50:19+00:00,cart
15576838,232,435585,ماسك الفواكه,2023-03-24 06:12:17+00:00,cart
4321168,233,12365722,#217,2023-03-13 08:25:00+00:00,cart
10019749,234,13411805,كوب I love strawberry,2023-03-14 16:54:34+00:00,cart
6383059,235,10727512,Tycoon Teal Cap,2023-02-08 09:34:31+00:00,cart
37086144,236,7792954,بكج الميني VIP,2022-12-26 11:43:25+00:00,purchased
3421801,237,914062,طقم توتنهام الاحتياطي 2023/2022,2023-02-22 17:18:34+00:00,cart
1413481,238,381457,كيس مرامي بالفلفل,2023-02-18 19:04:31+00:00,purchased
4162292,239,441296,موز الشربتلي طازج 1كجم,2023-03-01 18:06:10+00:00,purchased
31120572,240,2117900,LUNA,2022-12-20 12:19:04+00:00,purchased
1584284,241,2239250,فرشاة الأسنان - USB,2022-12-06 17:10:55+00:00,cart
490466,242,9103189,عبايه جاكيت شموخ وجيوب داخلية,,wishlist
3157441,243,10831124,عطر 243,2023-02-18 20:29:35+00:00,cart
28712559,244,4256573,لوشن عرق السوس لتفتيح الجسم والمناطق      الداكنة ومعالجةالجفاف      هذا المنتج على التخفيف    من البقع السوداء والداكنة    والتصبغات الجلدية كما   يعمل  على ترطيب وتنعيم   البشرة.  يعمل هذا المنتج   على تهدئة  الالتهاب العارض   للبشرة كما  يساعد على   شد,2022-12-22 10:23:55+00:00,cart
1297961,245,3842249,اورينكس | قفازات فنيل خالي من البودرة | M,2023-03-04 21:56:25+00:00,cart
23791802,246,6539581,أملاح طبيعية للإستحمام Natural bath salts,2022-12-16 04:17:50+00:00,cart
3229132,247,14347635,ماسكارا تقوية الرموش من هادنديان - 10 مل,2023-02-28 19:35:39+00:00,purchased
13885576,248,14146275,ساعة نسائيه إلڤي من الستيل بلون فضي وذهبي,2023-02-11 00:52:58+00:00,cart
11624225,249,9207512,شوز نايك دانك اسود وابيض,2023-02-04 15:15:05+00:00,purchased
2554382,250,4535517,عطر 250,2023-02-22 19:58:21+00:00,purchased
13376398,251,175631,F11 - فيزي اصفهان ديور,2023-02-05 23:24:32+00:00,cart
10242813,252,722016,العود الأسود ( ليذر),2023-02-19 12:50:27+00:00,purchased
16551470,253,1753847,السنه 1,2023-01-26 23:11:25+00:00,cart
35238669,254,2729236,مغسلة يدين متحركة خشبية مغسلة يدين متنقلة بعجلات خفيفة الوزن سهلة التنقل تستخدم للفلل والقصور والمجالس والحدائق والمخيمات,2022-12-20 06:09:56+00:00,cart
10389371,255,5448682,جهاز تمويج الشعر الذاتي,2023-03-08 22:55:36+00:00,purchased
2262030,256,1048987,عرض العود الكمبودي اوقيتين,2023-03-31 16:36:58+00:00,cart
398348,257,1356334,عصفر -  50 جرام,2022-11-23 19:41:51+00:00,search_keyword
11875222,258,1030023,G4-7,2023-03-27 20:49:02+00:00,cart
6105357,259,10487913,ماسكولان لونق بلايشر واقي ذكري متعه اطول و اكثر 10 حبة,2023-03-04 15:17:59+00:00,cart
3171853,260,10474278,بابونج حب عضوي - زاد ماضينا,2023-03-31 11:07:11+00:00,purchased
5177780,230,5206879,اكياس نفايات 55 جالون,2023-02-01 04:10:27+00:00,cart
10833015,261,535631,عطر 261,2023-03-01 17:27:23+00:00,purchased
18943069,262,56566,نظارة طبية مع حماية ماركة Aping موديل B- 8104 C1,2022-12-14 23:04:32+00:00,purchased
14733914,263,4893108,نافورة بتصميم عصري,2023-01-30 12:32:43+00:00,purchased
812434,264,6806592,جزمة نايك | WHITE - RED,2023-02-13 08:03:31+00:00,purchased
9999289,265,4734413,فيشي مرطب شفاه - احمر,2023-03-01 00:37:25+00:00,purchased
14245139,266,11391726,رائحة فندق الهيلتون - 100 ملي,2023-02-27 15:39:06+00:00,cart
34215207,267,1373786,خاتم فضة عيار 925 تايجر T1197,2023-01-19 01:25:37+00:00,cart
13174943,268,3767170,3قهوه مختصه,2023-01-01 22:01:12+00:00,purchased
8977866,269,2955915,زبدة الجسم,2023-03-27 17:39:01+00:00,cart
11945118,270,13939906,قمي الكرة الارضيه,2023-03-09 23:25:03+00:00,purchased
11822665,271,824424,عطر 271,2023-03-29 05:14:54+00:00,purchased
11637263,272,2362641,جلابية رمضانية-لنن,2023-03-14 20:50:55+00:00,cart
32721855,273,8434725,منقل حديد,2022-12-26 14:52:17+00:00,cart
7351632,274,682041,عطر 274,2023-01-26 12:25:04+00:00,cart
16104996,275,4017712,عرض الـ6 كيلو,2023-03-05 22:20:13+00:00,purchased
13853169,276,13433467,تيشيرت نادي ريال مدريد 2022/2023,2023-02-02 16:06:01+00:00,purchased
